,node1Name,node2Name,NodeType1,NodeType2,pcor,pval,qval,prob
11950,CMAP.up.202_raloxifene_1.00e-07_MCF7_up,CMAP.up.263_clofibrate_1.50e-04_MCF7_up,CMAP_UP,CMAP_UP,-0.0396406631730161,0.000419519986769146,0.00779758022798055,0.934930619392647
11862,CMAP.up.222_tomelukast_1.00e-06_MCF7_up,Pathway.Hedgehog up reg. targets (Netpath),CMAP_UP,Pathway,0.0398268225463322,0.00039400273780732,0.00737811456758088,0.937371791852963
11686,CMAP.up.313_NU-1025_1.00e-04_MCF7_up,CMAP.up.317_N-phenylanthranilicacid_1.00e-05_MCF7_up,CMAP_UP,CMAP_UP,0.0401964242788907,0.000347580363351918,0.00660723352157974,0.943515157610725
11784,CMAP.up.333_diclofenac_1.00e-05_MCF7_up,Pathway.Vascular smooth muscle contraction (KEGG),CMAP_UP,Pathway,0.0399921780447514,0.000372560418335333,0.00702304434734678,0.943515157610725
11661,CMAP.up.4_metformin_1.00e-03_MCF7_up,Pathway.Vibrio cholerae infection (KEGG),CMAP_UP,Pathway,0.0402488844493977,0.000341421991678637,0.00650398460923357,0.94836237446596
11421,CMAP.up.283_quercetin_1.00e-06_MCF7_up,Pathway.Sandbox Pathway (Wikipathways),CMAP_UP,Pathway,-0.0407524990674646,0.000287278301820626,0.00558617307270288,0.949539163273938
11442,CMAP.up.326_sirolimus_1.00e-07_MCF7_up,Pathway.Vascular smooth muscle contraction (KEGG),CMAP_UP,Pathway,0.040701718816654,0.000292348995051483,0.00567368714130329,0.949539163273938
11496,CMAP.up.167_amitriptyline_1.00e-06_MCF7_up,CMAP.up.267_genistein_1.00e-06_MCF7_up,CMAP_UP,CMAP_UP,-0.0405707230720114,0.000305819356481329,0.00590452012290303,0.949539163273938
11511,CMAP.up.336_nitrendipine_1.00e-05_MCF7_up,Pathway.Sandbox Pathway (Wikipathways),CMAP_UP,Pathway,-0.0405412629591044,0.000308927753292387,0.00595744924780114,0.949539163273938
11580,CMAP.up.141_chlorpropamide_1.00e-04_MCF7_up,Pathway.Phenylalanine metabolism (KEGG),CMAP_UP,Pathway,0.0404158246852132,0.000322497026321145,0.00618703891373513,0.949539163273938
11587,CMAP.up.4_metformin_1.00e-03_MCF7_up,CMAP.up.141_chlorpropamide_1.00e-04_MCF7_up,CMAP_UP,CMAP_UP,0.0403981709056897,0.000324450894014117,0.00621990304234069,0.949539163273938
11607,CMAP.up.325_monorden_1.00e-07_MCF7_up,Pathway.Striated Muscle Contraction (Wikipathways),CMAP_UP,Pathway,-0.0403606596827708,0.000328639356492744,0.00629018900366249,0.949539163273938
11359,CMAP.up.222_tomelukast_1.00e-06_MCF7_up,CMAP.up.312_staurosporine_1.00e-06_MCF7_up,CMAP_UP,CMAP_UP,0.0408960444323736,0.000273386490056815,0.00534474313702441,0.951024070162101
11117,CMAP.up.262_indometacin_2.00e-05_MCF7_up,CMAP.up.331_trichostatinA_1.00e-07_MCF7_up,CMAP_UP,CMAP_UP,0.0414074586831587,0.000228843599909379,0.0045718345220804,0.960151273825784
11171,CMAP.up.312_staurosporine_1.00e-06_MCF7_up,CMAP.up.334_mercaptopurine_1.00e-04_MCF7_up,CMAP_UP,CMAP_UP,0.0412897567463393,0.000238446496767963,0.00474085682956063,0.960151273825784
11178,CMAP.up.166_rofecoxib_1.00e-05_MCF7_up,CMAP.up.326_sirolimus_1.00e-07_MCF7_up,CMAP_UP,CMAP_UP,-0.0412715692897511,0.000239963641676111,0.00476741232233336,0.960151273825784
11216,CMAP.up.167_amitriptyline_1.00e-06_MCF7_up,CMAP.up.335_nifedipine_1.00e-05_MCF7_up,CMAP_UP,CMAP_UP,0.04118452223325,0.000247351058547673,0.00489614673791659,0.960151273825784
11282,CMAP.up.165_exemestane_1.00e-08_MCF7_up,CMAP.up.312_staurosporine_1.00e-06_MCF7_up,CMAP_UP,CMAP_UP,0.0410482608666365,0.000259344710288323,0.00510314998643061,0.960151273825784
11337,CMAP.up.308_sulindacsulfide_5.00e-05_MCF7_up,CMAP.up.336_nitrendipine_1.00e-05_MCF7_up,CMAP_UP,CMAP_UP,-0.0409560166655427,0.000267771150967988,0.00524712491123717,0.960151273825784
11340,CMAP.up.143_tamoxifen_1.00e-06_MCF7_up,CMAP.up.201_15-deltaprostaglandinJ2_1.00e-05_MCF7_up,CMAP_UP,CMAP_UP,0.0409513084675385,0.000268208049996055,0.00525455727837723,0.960151273825784
11056,CMAP.up.121_estradiol_1.00e-08_MCF7_up,CMAP.up.202_raloxifene_1.00e-07_MCF7_up,CMAP_UP,CMAP_UP,0.0415487543534508,0.000217795140822652,0.0043756419700014,0.965104442971582
10870,CMAP.up.165_exemestane_1.00e-08_MCF7_up,CMAP.up.317_N-phenylanthranilicacid_1.00e-05_MCF7_up,CMAP_UP,CMAP_UP,0.0419479094846448,0.000189227777217749,0.00386664386137955,0.966223035076649
10875,CMAP.up.206_celecoxib_1.00e-05_MCF7_up,Pathway.miRNAs involved in DDR (Wikipathways),CMAP_UP,Pathway,0.0419336057341962,0.000190187561911692,0.00388400073350866,0.966223035076649
10894,CMAP.up.312_staurosporine_1.00e-06_MCF7_up,Pathway.Striated Muscle Contraction (Wikipathways),CMAP_UP,Pathway,-0.041877223587151,0.000194015549693116,0.00395302663768394,0.966223035076649
10971,CMAP.up.4_metformin_1.00e-03_MCF7_up,CMAP.up.166_rofecoxib_1.00e-05_MCF7_up,CMAP_UP,CMAP_UP,0.041721475423302,0.000204969444969727,0.00414879655975038,0.966223035076649
10737,CMAP.up.333_diclofenac_1.00e-05_MCF7_up,Pathway.Sandbox Pathway (Wikipathways),CMAP_UP,Pathway,-0.042237730277381,0.000170734228547076,0.00353111680279604,0.969413950089454
10755,CMAP.up.317_N-phenylanthranilicacid_1.00e-05_MCF7_up,Pathway.{NDUFS849} (Static Module),CMAP_UP,Pathway,-0.0422006783999378,0.000172999963805154,0.0035725033183198,0.969413950089454
10765,CMAP.up.165_exemestane_1.00e-08_MCF7_up,CMAP.up.281_fludrocortisone_1.00e-06_MCF7_up,CMAP_UP,CMAP_UP,-0.0421789588993034,0.000174341231985675,0.00359694366491373,0.969413950089454
10825,CMAP.up.327_arachidonyltrifluoromethane_1.00e-05_MCF7_up,Pathway.Vascular smooth muscle contraction (KEGG),CMAP_UP,Pathway,-0.0420490109003428,0.000182572521266966,0.00374596958388316,0.969413950089454
10516,CMAP.up.312_staurosporine_1.00e-06_MCF7_up,Pathway.Vibrio cholerae infection (KEGG),CMAP_UP,Pathway,-0.0427630619335308,0.000141468449229576,0.00298656765264853,0.970326196218043
10596,CMAP.up.325_monorden_1.00e-07_MCF7_up,Pathway.{NDUFS849} (Static Module),CMAP_UP,Pathway,-0.0425606480138431,0.000152135778008766,0.00318757657007795,0.970326196218043
10601,CMAP.up.283_quercetin_1.00e-06_MCF7_up,CMAP.up.308_sulindacsulfide_5.00e-05_MCF7_up,CMAP_UP,CMAP_UP,0.0425567650533431,0.000152347627428551,0.00319153787675883,0.970326196218043
10620,CMAP.up.167_amitriptyline_1.00e-06_MCF7_up,Pathway.Phenylalanine metabolism (KEGG),CMAP_UP,Pathway,-0.0425017693178751,0.000155378097010939,0.00324807425735992,0.970326196218043
10651,CMAP.up.4_metformin_1.00e-03_MCF7_up,CMAP.up.336_nitrendipine_1.00e-05_MCF7_up,CMAP_UP,CMAP_UP,0.0424241113319037,0.000159754064962714,0.00332928758224363,0.970326196218043
10668,CMAP.up.141_chlorpropamide_1.00e-04_MCF7_up,Pathway.Gastric acid secretion (KEGG),CMAP_UP,Pathway,-0.0423771057144506,0.000162458855695213,0.00337923647564366,0.970326196218043
10703,CMAP.up.22_phenylbiguanide_1.00e-05_MCF7_up,CMAP.up.201_15-deltaprostaglandinJ2_1.00e-05_MCF7_up,CMAP_UP,CMAP_UP,0.0423143092382284,0.000166139546303512,0.00344690368229583,0.970326196218043
10428,CMAP.up.316_flufenamicacid_1.00e-05_MCF7_up,Pathway.Vascular smooth muscle contraction (KEGG),CMAP_UP,Pathway,-0.0430151811266236,0.000129165610869286,0.00275143823613969,0.974899875970677
10279,CMAP.up.222_tomelukast_1.00e-06_MCF7_up,CMAP.up.334_mercaptopurine_1.00e-04_MCF7_up,CMAP_UP,CMAP_UP,-0.0433580145920289,0.000114046592584405,0.00246343738933185,0.976858479530669
10289,CMAP.up.341_sodiumphenylbutyrate_1.00e-04_MCF7_up,Pathway.Vascular smooth muscle contraction (KEGG),CMAP_UP,Pathway,0.0433387667312665,0.000114849185583132,0.00247891656189967,0.976858479530669
10320,CMAP.up.141_chlorpropamide_1.00e-04_MCF7_up,CMAP.up.142_tolbutamide_1.00e-04_MCF7_up,CMAP_UP,CMAP_UP,-0.0432529468795318,0.000118492934145564,0.0025489010986251,0.976858479530669
10393,CMAP.up.142_tolbutamide_1.00e-04_MCF7_up,Pathway.Vascular smooth muscle contraction (KEGG),CMAP_UP,Pathway,0.0430962102069274,0.00012543060578718,0.0026808489325622,0.976858479530669
10059,CMAP.up.169_tacrolimus_1.00e-06_MCF7_up,CMAP.up.308_sulindacsulfide_5.00e-05_MCF7_up,CMAP_UP,CMAP_UP,-0.0438707202723143,9.45166088959226e-05,0.00208741568648391,0.981254197214412
10214,CMAP.up.167_amitriptyline_1.00e-06_MCF7_up,Pathway.Gastric acid secretion (KEGG),CMAP_UP,Pathway,-0.0434805358350737,0.000109060410345752,0.00236804253168497,0.981254197214412
10215,CMAP.up.267_genistein_1.00e-06_MCF7_up,Pathway.Striated Muscle Contraction (Wikipathways),CMAP_UP,Pathway,0.0434784267715879,0.000109144474723877,0.00236963709789,0.981254197214412
10221,CMAP.up.310_fulvestrant_1.00e-08_MCF7_up,Pathway.IL-6 down reg. targets (Netpath),CMAP_UP,Pathway,-0.0434732582851977,0.000109350742004466,0.00237354834152945,0.981254197214412
9893,CMAP.up.141_chlorpropamide_1.00e-04_MCF7_up,Pathway.IL-6 down reg. targets (Netpath),CMAP_UP,Pathway,0.0442793948109724,8.12580690714437e-05,0.00182473778546855,0.982291742635586
9916,CMAP.up.141_chlorpropamide_1.00e-04_MCF7_up,CMAP.up.313_NU-1025_1.00e-04_MCF7_up,CMAP_UP,CMAP_UP,0.0442018934419209,8.36290322785427e-05,0.00187235082277272,0.982291742635586
9980,CMAP.up.341_sodiumphenylbutyrate_1.00e-04_MCF7_up,Pathway.Gastric acid secretion (KEGG),CMAP_UP,Pathway,0.0440482076296337,8.85253174804923e-05,0.00196977882167631,0.982291742635586
9748,CMAP.up.143_tamoxifen_1.00e-06_MCF7_up,Pathway.Hedgehog up reg. targets (Netpath),CMAP_UP,Pathway,-0.0446091012204389,7.18634427196996e-05,0.0016351146335047,0.98404090963335
9793,CMAP.up.121_estradiol_1.00e-08_MCF7_up,CMAP.up.283_quercetin_1.00e-06_MCF7_up,CMAP_UP,CMAP_UP,0.0445103223476346,7.45644120434541e-05,0.00169006190208325,0.98404090963335
9800,CMAP.up.121_estradiol_1.00e-08_MCF7_up,CMAP.up.336_nitrendipine_1.00e-05_MCF7_up,CMAP_UP,CMAP_UP,-0.0444983409358346,7.48984786671514e-05,0.00169682871808516,0.98404090963335
9827,CMAP.up.141_chlorpropamide_1.00e-04_MCF7_up,CMAP.up.325_monorden_1.00e-07_MCF7_up,CMAP_UP,CMAP_UP,-0.0444386505455144,7.65839630534337e-05,0.00173087205551205,0.98404090963335
9828,CMAP.up.206_celecoxib_1.00e-05_MCF7_up,Pathway.Sandbox Pathway (Wikipathways),CMAP_UP,Pathway,0.0444366577713916,7.66408471060132e-05,0.00173201816223731,0.98404090963335
9860,CMAP.up.166_rofecoxib_1.00e-05_MCF7_up,CMAP.up.331_trichostatinA_1.00e-07_MCF7_up,CMAP_UP,CMAP_UP,-0.0443629699877005,7.877254404276e-05,0.0017748351400548,0.98404090963335
9589,CMAP.up.23_valproicacid_1.00e-03_MCF7_up,CMAP.up.317_N-phenylanthranilicacid_1.00e-05_MCF7_up,CMAP_UP,CMAP_UP,-0.0450880155022856,6.0029435174247e-05,0.00139072583091087,0.987342956670121
9617,CMAP.up.308_sulindacsulfide_5.00e-05_MCF7_up,Pathway.Vibrio cholerae infection (KEGG),CMAP_UP,Pathway,0.045013753693507,6.17349333125183e-05,0.00142578685456782,0.987342956670121
9442,CMAP.up.22_phenylbiguanide_1.00e-05_MCF7_up,Pathway.miRNAs involved in DDR (Wikipathways),CMAP_UP,Pathway,-0.0454409039877217,5.25170075627024e-05,0.00123461315696769,0.988032391713038
9454,CMAP.up.316_flufenamicacid_1.00e-05_MCF7_up,CMAP.up.335_nifedipine_1.00e-05_MCF7_up,CMAP_UP,CMAP_UP,0.0453901898277988,5.35389391023156e-05,0.00125611597335568,0.988032391713038
9473,CMAP.up.165_exemestane_1.00e-08_MCF7_up,CMAP.up.166_rofecoxib_1.00e-05_MCF7_up,CMAP_UP,CMAP_UP,-0.0453488946152553,5.43849573999555e-05,0.00127385225755439,0.988032391713038
9484,CMAP.up.168_sulindac_1.00e-04_MCF7_up,Pathway.Sandbox Pathway (Wikipathways),CMAP_UP,Pathway,-0.0453224949047293,5.49324293219744e-05,0.00128529842051592,0.988032391713038
9547,CMAP.up.262_indometacin_2.00e-05_MCF7_up,CMAP.up.283_quercetin_1.00e-06_MCF7_up,CMAP_UP,CMAP_UP,0.0451882403854654,5.77982938727573e-05,0.00134481830208389,0.988032391713038
9573,CMAP.up.166_rofecoxib_1.00e-05_MCF7_up,CMAP.up.334_mercaptopurine_1.00e-04_MCF7_up,CMAP_UP,CMAP_UP,0.0451250863868899,5.91948496735384e-05,0.00137358304670642,0.988032391713038
9154,CMAP.up.283_quercetin_1.00e-06_MCF7_up,Pathway.Striated Muscle Contraction (Wikipathways),CMAP_UP,Pathway,0.0461762999061234,3.96257072416972e-05,0.000960710810727096,0.99049477398326
9184,CMAP.up.201_15-deltaprostaglandinJ2_1.00e-05_MCF7_up,CMAP.up.326_sirolimus_1.00e-07_MCF7_up,CMAP_UP,CMAP_UP,0.0461070912632142,4.0697250651256e-05,0.00098400057153376,0.99049477398326
9218,CMAP.up.281_fludrocortisone_1.00e-06_MCF7_up,Pathway.{NDUFS849} (Static Module),CMAP_UP,Pathway,-0.0460184173630426,4.21103817216384e-05,0.00101452123833852,0.99049477398326
9265,CMAP.up.316_flufenamicacid_1.00e-05_MCF7_up,CMAP.up.341_sodiumphenylbutyrate_1.00e-04_MCF7_up,CMAP_UP,CMAP_UP,-0.0458861968970352,4.43042065336741e-05,0.00106147247216844,0.99049477398326
8885,CMAP.up.22_phenylbiguanide_1.00e-05_MCF7_up,Pathway.Vibrio cholerae infection (KEGG),CMAP_UP,Pathway,0.0469154825531511,2.97319381288297e-05,0.000743486219466339,0.992322218807831
8896,CMAP.up.334_mercaptopurine_1.00e-04_MCF7_up,Pathway.Vibrio cholerae infection (KEGG),CMAP_UP,Pathway,-0.0468617595282905,3.03634486233939e-05,0.000757719483676787,0.992322218807831
8941,CMAP.up.167_amitriptyline_1.00e-06_MCF7_up,CMAP.up.222_tomelukast_1.00e-06_MCF7_up,CMAP_UP,CMAP_UP,-0.0467286751738934,3.19831936703707e-05,0.000793960289893949,0.992322218807831
8958,CMAP.up.167_amitriptyline_1.00e-06_MCF7_up,Pathway.{NDUFS849} (Static Module),CMAP_UP,Pathway,0.0466870330101964,3.25066478492619e-05,0.000805591236160831,0.992322218807831
9027,CMAP.up.336_nitrendipine_1.00e-05_MCF7_up,Pathway.Phenylalanine metabolism (KEGG),CMAP_UP,Pathway,0.0465115904614558,3.48027097829551e-05,0.000856147943409379,0.992322218807831
9057,CMAP.up.222_tomelukast_1.00e-06_MCF7_up,CMAP.up.281_fludrocortisone_1.00e-06_MCF7_up,CMAP_UP,CMAP_UP,-0.0464206139251629,3.60531649232776e-05,0.000883369939872037,0.992322218807831
9102,CMAP.up.262_indometacin_2.00e-05_MCF7_up,Pathway.Striated Muscle Contraction (Wikipathways),CMAP_UP,Pathway,-0.04631731432666,3.75246887758252e-05,0.000915127559368635,0.992322218807831
9128,CMAP.up.141_chlorpropamide_1.00e-04_MCF7_up,Pathway.miRNAs involved in DDR (Wikipathways),CMAP_UP,Pathway,0.0462700990834235,3.82161002954184e-05,0.000929946932134974,0.992322218807831
8880,CMAP.up.263_clofibrate_1.50e-04_MCF7_up,CMAP.up.310_fulvestrant_1.00e-08_MCF7_up,CMAP_UP,CMAP_UP,-0.0469266876694145,2.96018052958757e-05,0.00074055486932535,0.992534302680455
8835,CMAP.up.141_chlorpropamide_1.00e-04_MCF7_up,CMAP.up.341_sodiumphenylbutyrate_1.00e-04_MCF7_up,CMAP_UP,CMAP_UP,0.0470477493243624,2.82299149245713e-05,0.000709807164165666,0.993326146577396
8838,CMAP.up.165_exemestane_1.00e-08_MCF7_up,CMAP.up.202_raloxifene_1.00e-07_MCF7_up,CMAP_UP,CMAP_UP,0.0470372679133159,2.83462598602569e-05,0.000712420241779744,0.993326146577396
8849,CMAP.up.262_indometacin_2.00e-05_MCF7_up,CMAP.up.267_genistein_1.00e-06_MCF7_up,CMAP_UP,CMAP_UP,0.047004811130687,2.87094317401593e-05,0.000720562280405518,0.993326146577396
8795,CMAP.up.333_diclofenac_1.00e-05_MCF7_up,Pathway.miRNAs involved in DDR (Wikipathways),CMAP_UP,Pathway,0.047143000229632,2.71932222188909e-05,0.000686544129715146,0.993718828877288
8812,CMAP.up.267_genistein_1.00e-06_MCF7_up,Pathway.Vascular smooth muscle contraction (KEGG),CMAP_UP,Pathway,-0.0471019507004857,2.76354800508027e-05,0.000696471689201384,0.993718828877288
8667,CMAP.up.308_sulindacsulfide_5.00e-05_MCF7_up,Pathway.Hedgehog up reg. targets (Netpath),CMAP_UP,Pathway,-0.0475175718167493,2.34569200636692e-05,0.000601260667199794,0.993737258701856
8713,CMAP.up.325_monorden_1.00e-07_MCF7_up,Pathway.Vibrio cholerae infection (KEGG),CMAP_UP,Pathway,-0.0473584581681968,2.4980135087338e-05,0.000636337425664462,0.993737258701856
8743,CMAP.up.317_N-phenylanthranilicacid_1.00e-05_MCF7_up,Pathway.Gastric acid secretion (KEGG),CMAP_UP,Pathway,-0.0472937290725526,2.56263288402891e-05,0.000651087080916753,0.993737258701856
8634,CMAP.up.312_staurosporine_1.00e-06_MCF7_up,Pathway.Hedgehog up reg. targets (Netpath),CMAP_UP,Pathway,0.0475978511088607,2.27223473538984e-05,0.000584498833133769,0.994950090072805
8554,CMAP.up.267_genistein_1.00e-06_MCF7_up,Pathway.miRNAs involved in DDR (Wikipathways),CMAP_UP,Pathway,-0.0477912492042184,2.10415407120301e-05,0.000546341519161047,0.995435351899008
8587,CMAP.up.336_nitrendipine_1.00e-05_MCF7_up,Pathway.Gastric acid secretion (KEGG),CMAP_UP,Pathway,-0.04770381859483,2.17861864506563e-05,0.000563290222239345,0.995435351899008
8600,CMAP.up.335_nifedipine_1.00e-05_MCF7_up,Pathway.Striated Muscle Contraction (Wikipathways),CMAP_UP,Pathway,0.0476747604724153,2.20391789893526e-05,0.00056901603177386,0.995435351899008
8421,CMAP.up.169_tacrolimus_1.00e-06_MCF7_up,Pathway.Sandbox Pathway (Wikipathways),CMAP_UP,Pathway,0.0481394179914275,1.83096420540707e-05,0.000482991086049949,0.99554652068009
8390,CMAP.up.207_LM-1685_1.00e-05_MCF7_up,Pathway.Hedgehog up reg. targets (Netpath),CMAP_UP,Pathway,-0.0482217395655717,1.77149764395423e-05,0.00046898601100596,0.995689940776227
8359,CMAP.up.202_raloxifene_1.00e-07_MCF7_up,CMAP.up.310_fulvestrant_1.00e-08_MCF7_up,CMAP_UP,CMAP_UP,0.0483030249305442,1.71458785516165e-05,0.000455524101061115,0.995784381088142
8118,CMAP.up.283_quercetin_1.00e-06_MCF7_up,Pathway.Vibrio cholerae infection (KEGG),CMAP_UP,Pathway,0.0490188980245661,1.28328622244211e-05,0.000351116356296045,0.996058428712889
8131,CMAP.up.23_valproicacid_1.00e-03_MCF7_up,CMAP.up.316_flufenamicacid_1.00e-05_MCF7_up,CMAP_UP,CMAP_UP,0.048947268538299,1.32126875072025e-05,0.000360558007338216,0.996058428712889
8132,CMAP.up.317_N-phenylanthranilicacid_1.00e-05_MCF7_up,Pathway.miRNAs involved in DDR (Wikipathways),CMAP_UP,Pathway,-0.0489467031991031,1.3215727517224e-05,0.000360633375236038,0.996058428712889
8143,CMAP.up.201_15-deltaprostaglandinJ2_1.00e-05_MCF7_up,Pathway.{NDUFS849} (Static Module),CMAP_UP,Pathway,-0.0489162010006468,1.33807402913355e-05,0.000364719615994556,0.996058428712889
8263,CMAP.up.283_quercetin_1.00e-06_MCF7_up,CMAP.up.333_diclofenac_1.00e-05_MCF7_up,CMAP_UP,CMAP_UP,-0.0485370235797038,1.56032320146604e-05,0.000418860671129021,0.996058428712889
8267,CMAP.up.263_clofibrate_1.50e-04_MCF7_up,CMAP.up.331_trichostatinA_1.00e-07_MCF7_up,CMAP_UP,CMAP_UP,0.0485317696794165,1.56363682439764e-05,0.000419655489118223,0.996058428712889
8291,CMAP.up.316_flufenamicacid_1.00e-05_MCF7_up,Pathway.Phenylalanine metabolism (KEGG),CMAP_UP,Pathway,-0.0484817957021684,1.59549240641432e-05,0.000427278229901673,0.996058428712889
7931,CMAP.up.313_NU-1025_1.00e-04_MCF7_up,Pathway.Vascular smooth muscle contraction (KEGG),CMAP_UP,Pathway,0.0495896015807529,1.01574814814764e-05,0.000284391452142206,0.99682425553786
7939,CMAP.up.141_chlorpropamide_1.00e-04_MCF7_up,CMAP.up.316_flufenamicacid_1.00e-05_MCF7_up,CMAP_UP,CMAP_UP,0.0495486804027804,1.03300543856655e-05,0.000288783817135313,0.99682425553786
7955,CMAP.up.313_NU-1025_1.00e-04_MCF7_up,CMAP.up.326_sirolimus_1.00e-07_MCF7_up,CMAP_UP,CMAP_UP,-0.0495015570095537,1.0532251382811e-05,0.000293913233345524,0.99682425553786
7964,CMAP.up.169_tacrolimus_1.00e-06_MCF7_up,CMAP.up.341_sodiumphenylbutyrate_1.00e-04_MCF7_up,CMAP_UP,CMAP_UP,0.0494821137464239,1.06167749147623e-05,0.000296052062578928,0.99682425553786
8001,CMAP.up.168_sulindac_1.00e-04_MCF7_up,CMAP.up.206_celecoxib_1.00e-05_MCF7_up,CMAP_UP,CMAP_UP,0.0493689973570774,1.11215022733369e-05,0.000308758166261076,0.99682425553786
8058,CMAP.up.281_fludrocortisone_1.00e-06_MCF7_up,Pathway.Vascular smooth muscle contraction (KEGG),CMAP_UP,Pathway,-0.0491820923737845,1.20060201560523e-05,0.000330756837420814,0.99682425553786
7877,CMAP.up.142_tolbutamide_1.00e-04_MCF7_up,CMAP.up.222_tomelukast_1.00e-06_MCF7_up,CMAP_UP,CMAP_UP,-0.0497578421618494,9.47647226023918e-06,0.000267013947785953,0.997036300603311
7832,CMAP.up.331_trichostatinA_1.00e-07_MCF7_up,Pathway.{NDUFS849} (Static Module),CMAP_UP,Pathway,-0.049919000448298,8.8651858609623e-06,0.000251371093712567,0.997362388449286
7758,CMAP.up.222_tomelukast_1.00e-06_MCF7_up,Pathway.miRNAs involved in DDR (Wikipathways),CMAP_UP,Pathway,-0.0501589995595012,8.02420122192338e-06,0.000229779652818791,0.997809960189927
7500,CMAP.up.165_exemestane_1.00e-08_MCF7_up,Pathway.Striated Muscle Contraction (Wikipathways),CMAP_UP,Pathway,0.0509216238568406,5.82885290612012e-06,0.000172613524368987,0.998098146997021
7505,CMAP.up.121_estradiol_1.00e-08_MCF7_up,CMAP.up.331_trichostatinA_1.00e-07_MCF7_up,CMAP_UP,CMAP_UP,-0.0508989728493744,5.8848325970029e-06,0.000174119514149348,0.998098146997021
7574,CMAP.up.201_15-deltaprostaglandinJ2_1.00e-05_MCF7_up,Pathway.Striated Muscle Contraction (Wikipathways),CMAP_UP,Pathway,-0.0506672456480504,6.48787095780534e-06,0.00019017792825162,0.998098146997021
7694,CMAP.up.142_tolbutamide_1.00e-04_MCF7_up,CMAP.up.334_mercaptopurine_1.00e-04_MCF7_up,CMAP_UP,CMAP_UP,0.050316440959149,7.51452816594167e-06,0.000216840954084681,0.998098146997021
7701,CMAP.up.4_metformin_1.00e-03_MCF7_up,CMAP.up.267_genistein_1.00e-06_MCF7_up,CMAP_UP,CMAP_UP,0.0502811684029147,7.62594970504793e-06,0.000219684768341619,0.998098146997021
7411,CMAP.up.169_tacrolimus_1.00e-06_MCF7_up,CMAP.up.313_NU-1025_1.00e-04_MCF7_up,CMAP_UP,CMAP_UP,0.0511995455779901,5.18217499445583e-06,0.000155241612463455,0.99838268494363
